fire_year,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,owner_code,state,burn_time_hours,discovery_hour,discovery_month
1993,Miscellaneous,0.5,B,32.8185,-83.9338,8,GA,0.666666667,14,Jul
1994,Lightning,0.5,B,31.82666667,-109.3583333,5,AZ,25.5,15,Apr
2005,Smoking,2.5,B,43.1324343,-76.17138254,14,NY,0,13,Jun
2002,Debris Burning,1.12,B,32.3384,-83.3084,8,GA,0,5,May
2013,Lightning,0.1,A,41.8781,-114.2267,1,NV,4.216666667,12,Aug
2014,Children,0.1,A,31.62704167,-81.86425556,8,GA,0.483333333,16,Aug
2012,Miscellaneous,0.1,A,40.83111,-75.69944,14,PA,0.183333333,20,Apr
1993,Miscellaneous,4,B,32.9734,-111.644,2,AZ,1.3,10,May
2015,Missing/Undefined,0.4,B,37.877,-122.223667,12,CA,4.683333333,5,Aug
2002,Debris Burning,0.73,B,34.6014,-84.6766,8,GA,0,12,Feb
2012,Children,0.2,A,44.254861,-69.81975,14,ME,0.45,16,Jul
2006,Miscellaneous,6.7,B,35.2333,-96.2417,8,OK,10.31666667,13,Feb
1994,Missing/Undefined,4,B,35.53060157,-94.57679742,14,OK,1.3,11,Mar
2002,Miscellaneous,0.2,A,33.3353,-110.4618,2,AZ,2,20,May
2011,Debris Burning,1.5,B,30.5345,-83.4607,8,FL,1.133333333,15,Jun
2009,Miscellaneous,0.01,A,41.477617,-122.407267,13,CA,17.05,17,May
2015,Lightning,0.1,A,37.8172,-112.8572,8,UT,1.7,19,Jun
2015,Debris Burning,17,C,28.2529,-82.3387,8,FL,5.283333333,12,May
2007,Lightning,0.5,B,45.54777778,-115.3902778,5,ID,24.71666667,15,Jul
2007,Miscellaneous,0.1,A,31.4251,-110.917,14,AZ,0,9,Dec
2005,Arson,1,B,42.16793707,-75.98864431,14,NY,0,20,Apr
2014,Miscellaneous,0.1,A,32.0814,-110.8039,14,AZ,0.75,15,Jun
2004,Debris Burning,0.2,A,48.0255,-94.9164,2,MN,0.25,13,May
1995,Smoking,2,B,33.01560771,-110.9529666,14,AZ,3.166666667,13,Jul
2001,Miscellaneous,0.38,B,33.4179,-82.2762,8,GA,0,22,Nov
2014,Debris Burning,13.76,C,34.35875278,-85.43813333,8,GA,1.616666667,14,Mar
2012,Lightning,6493,G,43.87972222,-110.0241667,5,WY,2235.366667,13,Jul
1997,Lightning,1,B,44.525,-104.6083333,5,WY,4,14,Jun
2014,Arson,6,B,35.844667,-84.78285,8,TN,3.166666667,15,Nov
2003,Structure,0.1,A,43.0222,-102.5449,2,SD,0.333333333,15,Jul
2012,Miscellaneous,6,B,36.27128333,-78.22398333,8,NC,2.716666667,17,Jan
2010,Miscellaneous,0.1,A,33.36715,-110.44917,2,AZ,0.766666667,13,May
2000,Children,50,C,43.25,-100.8338,2,SD,4,14,Aug
1999,Debris Burning,0.1,A,46.3894,-100.5943,2,ND,1,10,Oct
2012,Campfire,0.25,A,40.396755,-74.0916184,8,NJ,73.33333333,14,Mar
1992,Miscellaneous,5,B,40.65,-73.85,3,NY,2.5,13,Dec
2005,Equipment Use,0.1,A,34.57861111,-118.6702778,5,CA,0.233333333,15,Sep
2013,Missing/Undefined,1,B,38.72915,-121.327567,14,CA,0.15,22,Aug
2009,Lightning,0.1,A,41.51868077,-73.92869404,14,NY,0,15,Dec
2000,Lightning,5,B,33.4517,-110.6865,2,AZ,6,15,Aug
1992,Lightning,125,D,32.3001,-105.7505,1,NM,2,12,Oct
1998,Lightning,0.1,A,46.53166667,-115.0833333,5,ID,4,11,Aug
2006,Lightning,0.1,A,41.2,-122.5347222,5,CA,3,15,Jul
2013,Missing/Undefined,6.3,B,38.92314,-110.1508,8,UT,48.66666667,14,Apr
2009,Campfire,0.81,B,43.04196768,-75.83087643,14,NY,0,6,Apr
2011,Arson,25,C,35.491,-87.309467,8,TN,9.483333333,0,Nov
2008,Miscellaneous,38.9,C,46.42083333,-103.835,13,ND,4.083333333,19,Jul
1994,Children,2,B,44.47567869,-83.37111678,14,MI,3,13,May
2006,Lightning,0.3,B,40.7683,-108.9986,1,CO,124.0666667,13,Jul
1997,Debris Burning,8,B,31.9097,-82.7198,8,GA,2.583333333,14,Aug
2004,Debris Burning,4,B,31.88031,-85.185485,14,AL,1.05,15,Apr
2006,Arson,8.62,B,37.66611111,-90.85222222,5,MO,2.75,6,Feb
2002,Fireworks,0.1,A,46.0897,-100.656,2,ND,0.333333333,15,Jun
2007,Arson,15,C,33.589061,-85.336177,14,AL,2,4,Mar
1999,Debris Burning,0.2,A,39.00654507,-79.13424595,8,WV,0,15,Apr
2006,Equipment Use,0.1,A,34.8022,-115.3728,1,CA,1.316666667,22,Aug
2006,Equipment Use,0.1,A,40.727358,-122.077536,8,CA,0.083333333,20,Jul
2011,Lightning,1.5,B,31.45472222,-110.6169444,13,AZ,2,13,Jul
2008,Campfire,1,B,37.40259,-83.95231,14,KY,0,15,Oct
2014,Lightning,0.1,A,48.34361111,-120.4230556,5,WA,62.53333333,17,Aug
1999,Campfire,0.1,A,38.0356,-81.0311,3,WV,0.25,11,Mar
2014,Debris Burning,0.9,B,32.78933333,-82.69419444,8,GA,0.95,20,Oct
2006,Debris Burning,1.29,B,42.21660523,-75.7890602,14,NY,0,16,Apr
2004,Debris Burning,1,B,34.238706,-87.486207,14,AL,1.2,12,Apr
1995,Arson,3,B,37.34833333,-83.70833333,5,KY,43.41666667,16,Apr
2007,Lightning,0.1,A,42.38472222,-110.5516667,5,WY,1143.166667,20,Sep
1992,Lightning,0.1,A,39.89166667,-120.3966667,5,CA,10.66666667,6,Jul
1996,Campfire,0.1,A,46.70166667,-121.0933333,5,WA,1.083333333,18,Sep
1994,Debris Burning,1.5,B,32.6978,-81.7074,8,GA,1.166666667,15,Mar
1994,Debris Burning,0.1,A,40.6499,-122.4678,1,CA,4,12,Apr
2009,Smoking,3,B,35.63656,-108.98831,2,NM,1.533333333,17,Jul
2011,Lightning,0.3,B,39.81233,-112.84415,1,UT,19.35,16,Jul
2002,Debris Burning,0.3,B,39.8054,-123.272,2,CA,1,14,Aug
2009,Lightning,0.1,A,38.68138889,-119.6538889,5,CA,2.5,15,Sep
2007,Campfire,0.1,A,43.98194444,-121.4277778,5,OR,0.466666667,12,Sep
2014,Smoking,0.1,A,37.331,-120.555233,14,CA,0.05,13,Jun
2007,Lightning,10,C,37.3136,-108.2583,1,CO,51.83333333,13,Aug
2010,Debris Burning,1,B,38.45764,-82.79723,14,KY,0,17,Mar
2014,Lightning,0.1,A,43.89027778,-119.5597222,5,OR,17.85,20,Aug
1993,Arson,1,B,36.93333333,-92.03833333,5,MO,3.833333333,19,Feb
2006,Debris Burning,45.9,C,44.3944,-108.8604,1,WY,31.81666667,10,Aug
2015,Debris Burning,0.25,A,46.5693,-122.7317,8,WA,1.25,15,Jul
1999,Miscellaneous,2,B,33.962,-114.4825,2,AZ,2.216666667,15,Feb
2002,Miscellaneous,0.1,A,42.59084669,-77.64817587,14,NY,0,19,Sep
2009,Lightning,0.1,A,35.75777778,-106.5855556,5,NM,149.65,8,Jul
2009,Debris Burning,2,B,33.201978,-88.17748,14,AL,1.316666667,20,Apr
1998,Equipment Use,0.45,B,30.9673,-84.0753,8,GA,0.733333333,18,Jun
2007,Fireworks,0.1,A,43.03,-102.5464,2,SD,0.25,16,Jun
2009,Miscellaneous,0.1,A,40.88841915,-73.84692241,14,NY,0,16,Nov
2007,Lightning,0.1,A,42.18622,-122.45791,1,OR,0.616666667,22,Jul
1997,Children,5,B,33.72314441,-88.27927256,14,MS,0.75,12,Feb
2005,Arson,56,C,30.961839,-87.675805,14,AL,3,14,Apr
2014,Arson,0.1,A,35.15808333,-83.3862,14,NC,0.883333333,16,Apr
2011,Lightning,0.5,B,34.959721,-82.140945,8,SC,1.033333333,15,May
2000,Campfire,0.1,A,43.89,-103.4866667,5,SD,1.333333333,13,Aug
2008,Equipment Use,5.7,B,45.0619,-122.5936,8,OR,0.983333333,14,Jul
1996,Campfire,0.1,A,43.11166667,-122.1916667,5,OR,1.016666667,13,Jul
2005,Debris Burning,1,B,38.9647618,-80.10863254,8,WV,0,16,May
2012,Powerline,1.88,B,36.0494,-118.8572,14,CA,1.15,13,Jul
2015,Lightning,2,B,45.44185278,-93.33806125,8,MN,0.916666667,15,Apr
2014,Railroad,28,C,34.21645371,-88.53196601,8,MS,2.433333333,16,Mar
2009,Lightning,97.5,C,34.55555556,-80.25666667,4,SC,120,13,Aug
2004,Lightning,0.1,A,37.3944,-108.3776,1,CO,5,14,Sep
2006,Arson,2,B,47.9817,-98.9956,2,ND,1,20,Apr
1997,Arson,0.2,A,41.0332,-123.6845,2,CA,1.983333333,0,Sep
1992,Debris Burning,0.64,B,34.8756,-84.3655,8,GA,0.75,14,Apr
2012,Lightning,0.1,A,39.5578,-107.4303,1,CO,19.63333333,17,Apr
2010,Arson,3,B,34.6644,-79.1258,8,NC,2,19,Apr
2005,Debris Burning,25,C,26.33527778,-98.62472222,8,TX,1,16,Jan
2007,Arson,10,C,33.505785,-85.999758,14,AL,3.05,12,Dec
1999,Debris Burning,5,B,34.74672945,-88.84017183,14,MS,0.716666667,14,Oct
1999,Equipment Use,2,B,31.355,-111.0033333,5,AZ,2,15,Feb
1997,Powerline,0.1,A,48.3488,-119.1903,2,WA,4.65,3,Jul
1999,Lightning,0.3,B,48.37333333,-120.9133333,5,WA,78,12,Aug
2012,Equipment Use,0.1,A,35.49713333,-79.06176667,8,NC,0.75,14,Jan
2001,Lightning,1,B,33.40194444,-108.6025,5,NM,11.58333333,12,May
1993,Arson,0.1,A,35.325,-83.83833333,5,NC,2,21,Apr
1997,Arson,5,B,36.75083333,-91.12027778,13,MO,2.416666667,22,Mar
2015,Arson,1,B,30.8301,-86.9078,7,FL,0.916666667,19,May
2015,Equipment Use,3,B,35.331433,-91.972497,8,AR,0.716666667,13,Aug
2004,Lightning,0.1,A,37.1464,-113.8697,1,UT,47.68333333,18,Aug
1992,Equipment Use,4.41,B,32.1666,-82.0543,8,GA,0.866666667,15,May
2001,Miscellaneous,0.1,A,39.91805556,-120.8191667,5,CA,2,19,Jun
1996,Campfire,13.75,C,31.9606,-81.0876,8,GA,15,22,Jun
1992,Debris Burning,2,B,47.8,-94.9169,2,MN,0.666666667,15,Mar
2015,Missing/Undefined,34.92,C,32.418,-91.909,8,LA,2.75,12,Aug
1996,Debris Burning,5.75,B,43.25431921,-90.87108224,14,WI,0.666666667,14,Mar
2011,Smoking,0.1,A,43.20286011,-77.59657905,14,NY,0.15,12,Nov
1999,Missing/Undefined,0.01,A,48.0666,-115.13179,14,MT,24.25,11,Aug
1998,Missing/Undefined,0.3,B,48.52801,-114.56152,14,MT,40.5,19,Apr
1994,Lightning,0.1,A,42.015,-123.4066667,5,OR,6,11,Jul
2009,Miscellaneous,2,B,43.20612434,-76.47005896,14,NY,0,14,May
2003,Smoking,0.1,A,43.31151063,-73.6402099,14,NY,0,23,Dec
2009,Lightning,0.5,B,42.144,-123.1073,1,OR,380.65,19,Jun
2004,Fireworks,1,B,37.31333596,-81.10665881,8,WV,0,10,Feb
2007,Miscellaneous,2.5,B,42.09141278,-76.03221583,14,NY,0,10,Jun
2013,Miscellaneous,0.1,A,37.317017,-122.273483,14,CA,3.983333333,11,Oct
1996,Arson,3,B,34.81833333,-83.125,13,SC,3.333333333,14,Apr
2013,Fireworks,20,C,31.92426667,-95.50656667,8,TX,1.5,14,Jan
2006,Miscellaneous,300,E,34.7739,-95.5867,8,OK,6,14,Apr
1992,Debris Burning,1.2,B,34.9,-108.7173,7,NM,2.666666667,11,Jun
1994,Debris Burning,59.4,C,32.9558,-84.4022,8,GA,7.266666667,13,Feb
1996,Debris Burning,30,C,35.04,-83.67333333,5,NC,10.73333333,13,Feb
2012,Children,4,B,47.27,-95.6303,2,MN,0.416666667,18,Mar
1994,Powerline,1090,F,43.2666,-115.8509,1,ID,4.15,17,Aug
2014,Arson,5,B,33.91032,-93.21852,8,AR,1.5,10,Aug
2003,Lightning,18,C,33.2639,-109.6862,2,AZ,54,10,Aug
2009,Lightning,28,C,42.45694444,-110.7830556,5,WY,1173.733333,15,Aug
2008,Debris Burning,3,B,33.859197,-86.030187,14,AL,2.666666667,12,Mar
2000,Lightning,710,E,47.5697,-107.4004,1,MT,55,11,Aug
1999,Arson,2,B,30.82503287,-89.60422686,14,MS,1.683333333,17,Mar
1996,Lightning,0.1,A,39.3166,-108.1506,1,CO,5.533333333,15,Jun
1997,Equipment Use,0.07,A,32.2695,-82.3573,8,GA,1.166666667,16,Sep
1996,Debris Burning,1,B,30.81670211,-89.30507325,14,MS,0.6,12,Apr
1994,Miscellaneous,30,C,33.1173,-111.7699,2,AZ,1.083333333,14,May
2006,Lightning,0.5,B,43.81444444,-115.7455556,5,ID,21.53333333,15,Sep
2012,Debris Burning,1.25,B,32.47835556,-81.40459722,8,GA,0.65,17,Oct
1996,Lightning,60,C,38.6333,-114.7842,1,NV,18.15,14,Jul
1993,Debris Burning,1,B,33.2572706,-89.2750131,14,MS,0.5,15,Sep
2008,Debris Burning,0.3,B,36.1603,-109.5486,2,AZ,0.5,21,Jun
1993,Arson,2,B,34.4168,-94.6169,8,OK,0.866666667,16,Feb
2000,Debris Burning,0.1,A,41.60637,-87.23349,3,IN,0.5,15,Mar
2010,Lightning,0.1,A,28.5894,-80.8878,12,FL,0,13,Aug
2014,Missing/Undefined,0.1,A,34.245483,-116.815667,14,CA,0.266666667,18,Nov
2013,Lightning,0.3,B,32.76119,-114.52764,2,CA,23.86666667,9,Sep
2013,Railroad,27,C,30.39755,-94.95918333,8,TX,2.733333333,16,Mar
2006,Lightning,0.3,B,44.44277778,-120.7016667,5,OR,21.93333333,18,Aug
2006,Fireworks,0.1,A,43.3442,-102.4806,2,SD,0.65,13,Jul
2013,Debris Burning,4,B,34.732128,-80.592613,8,SC,1.5,15,Feb
2010,Miscellaneous,111,D,36.6297,-95.0497,8,OK,1,13,Dec
2015,Lightning,1,B,30.0459,-81.8387,7,FL,1.733333333,13,May
2003,Lightning,0.1,A,38.49777778,-108.3680556,5,CO,2.75,13,Sep
2015,Debris Burning,0.1,A,42.314573,-72.03516,14,MA,0.116666667,12,Apr
1993,Missing/Undefined,27,C,34.09320083,-94.67680356,14,OK,4.083333333,16,Mar
2012,Lightning,0.1,A,35.56545,-107.3207,1,NM,242.0666667,12,Jul
2002,Lightning,0.1,A,48.84472222,-116.4594444,5,ID,4.5,13,Aug
2008,Debris Burning,0.1,A,34.85494,-106.67044,2,NM,1.783333333,14,Jun
2005,Miscellaneous,0.1,A,42.0130368,-78.03358962,14,NY,0,19,Aug
2002,Campfire,0.1,A,44.733,-93.6,4,MN,0.5,16,Nov
1997,Lightning,0.1,A,34.44166667,-111.2833333,5,AZ,0.25,11,Aug
2013,Children,0.25,A,39.5312,-74.5514,8,NJ,164.6666667,13,May
2011,Equipment Use,0.1,A,43.0194,-102.5842,2,SD,0.216666667,5,Aug
2012,Equipment Use,0.2,A,45.3189,-101.9661,9,SD,5,10,Nov
1995,Debris Burning,0.55,B,33.3674,-85.0994,8,GA,1.166666667,13,Feb
2003,Lightning,0.2,A,33.21777778,-108.5025,5,NM,22.83333333,18,Jun
2009,Lightning,0.1,A,42.58981,-116.68324,1,ID,521.95,18,Jul
1993,Debris Burning,10,C,34.6668,-95.3002,8,OK,1.9,22,Feb
1998,Children,0.2,A,47.8666,-95.0169,2,MN,0.416666667,17,Apr
2002,Miscellaneous,0.1,A,40.308811,-122.075711,8,CA,2.1,9,Oct
2012,Arson,0.5,B,35.80816667,-82.60463333,8,NC,0.616666667,10,Nov
1997,Arson,0.5,B,33.3003,-110.4518,2,AZ,2,12,Jun
2002,Lightning,0.1,A,36.4478,-113.3524,1,AZ,1.55,17,Jul
2001,Lightning,0.5,B,36.94491,-118.7711,3,CA,88,14,Jul
2002,Lightning,12,C,64.7226,-148.0766,6,AK,743.35,17,Jun
1998,Lightning,0.5,B,39.11,-112.1433333,5,UT,19.73333333,17,Jul
1999,Lightning,0.8,B,40.06888889,-121.1508333,5,CA,10,6,Sep
2012,Debris Burning,2,B,35.54021667,-82.95126667,8,NC,1.65,18,Feb
1996,Missing/Undefined,1,B,34.48469896,-94.65370188,14,OK,1.133333333,20,Apr
2010,Debris Burning,15,C,37.11328,-85.34765,14,KY,0,16,Apr
2000,Lightning,0.1,A,34.13583333,-116.9111111,5,CA,23.28333333,8,Aug
2001,Lightning,0.1,A,42.22408,-113.10633,8,ID,1.616666667,15,Jul
2001,Debris Burning,0.1,A,35.1359,-108.9556,2,NM,1.75,17,Sep
1994,Lightning,0.3,B,47.77166667,-116.33,5,ID,5.5,12,Sep
2011,Missing/Undefined,0.1,A,31.49650002,-109.6316986,14,AZ,1.1,14,Jun
2011,Miscellaneous,2,B,30.9903157,-87.7430372,14,AL,1.75,15,Apr
2007,Arson,160,D,42.0617,-96.4108,2,NE,2.333333333,18,Apr
2010,Smoking,12,C,36.210517,-87.104217,7,TN,0,13,Oct
2006,Arson,0.1,A,32.727,-116.919,6,CA,0.25,13,Jun
1996,Equipment Use,0.18,A,31.0875,-84.5746,14,GA,1.333333333,14,Dec
2000,Lightning,11242,G,42.92166667,-103.9233333,14,NE,138.5,17,Sep
2014,Arson,18,C,34.66283,-95.11767,8,OK,3,15,Jan
2005,Children,0.3,B,39.7983,-123.2733,2,CA,0.65,19,Jun
1994,Missing/Undefined,12,C,34.23799843,-94.88069904,14,OK,2.366666667,13,Apr
1996,Equipment Use,0.34,B,33.2125,-83.114,8,GA,0.75,14,Feb
2015,Missing/Undefined,0.3,B,33.4193,-104.192497,7,NM,2.333333333,15,Aug
2011,Lightning,0.1,A,28.8386,-82.6865,7,FL,23.3,16,Jul
1998,Miscellaneous,0.1,A,35.25666667,-84.35333333,5,TN,1.5,17,Sep
1995,Lightning,0.1,A,42.46833333,-122.57,5,OR,2.083333333,9,Jul
1998,Fireworks,0.1,A,48.55,-113.0343,2,MT,0.333333333,14,Oct
1992,Lightning,0.1,A,37.31166667,-118.595,5,CA,2.633333333,15,Jun
2004,Miscellaneous,0.1,A,40.90996201,-73.88092197,14,NY,0,11,Oct
2001,Miscellaneous,0.2,A,31.1384,-83.0168,8,GA,0,15,Dec
2009,Lightning,0.1,A,41.53,-123.17,5,CA,24,19,Jun
2009,Miscellaneous,1.65,B,40.83191248,-72.69631703,14,NY,0,19,Aug
2006,Miscellaneous,68.7,C,34.8858,-96.2989,8,OK,4,12,Mar
2013,Miscellaneous,0.1,A,41.3734,-73.7594,14,NY,0.8,14,Nov
2011,Debris Burning,25,C,30.4660332,-87.8652316,14,AL,2.166666667,15,Jan
2001,Equipment Use,1.5,B,42.93935,-114.99312,1,ID,1.916666667,13,Aug
2010,Lightning,0.1,A,34.6652778,-111.284167,5,AZ,454.8166667,9,Jul
2012,Lightning,6.5,B,42.885,-114.0164,1,ID,0.75,12,Jul
2011,Lightning,8,B,30.61133333,-94.23066667,13,TX,3.45,16,Jun
1993,Arson,4,B,30.73644905,-88.48523486,14,MS,0.95,16,Apr
2013,Miscellaneous,0.1,A,37.306,-108.5999,14,CO,0.5,9,Jun
2011,Lightning,2.3,B,33.5175166,-82.81570969,14,GA,2.166666667,22,Aug
2014,Lightning,1.8,B,43.46913,-106.46727,7,WY,3.3,13,Aug
2011,Arson,40,C,33.70600001,-94.59966666,8,OK,0,15,Jan
1999,Campfire,0.1,A,37.39,-113.6236,8,UT,25.5,16,Jul
2014,Missing/Undefined,0.1,A,36.2317,-115.3331,8,NV,2.866666667,15,Mar
2002,Debris Burning,1.09,B,33.5037,-82.4608,8,GA,0,13,Mar
2009,Lightning,0.1,A,41.04027778,-123.5263889,5,CA,4.833333333,18,Aug
2015,Miscellaneous,0.1,A,40.7511,-73.4935,14,NY,0.383333333,22,Jun
2003,Lightning,0.1,A,38.0411,-112.6619,1,UT,5.116666667,15,Aug
2012,Debris Burning,0.42,B,34.18971549,-82.92071622,8,GA,2.55,16,Mar
2000,Lightning,0.1,A,39.9267,-106.7136,8,CO,2.816666667,14,Aug
2011,Equipment Use,0.2,A,43.28325,-89.83009,8,WI,0.35,14,Mar
2001,Miscellaneous,0.1,A,43.76361111,-111.0147222,5,WY,0.483333333,15,Sep
1996,Lightning,1,B,43.43,-122.4766667,5,OR,53.36666667,10,Jul
2009,Structure,34,C,35.7714,-96.3583,8,OK,1.75,10,Jan
2010,Campfire,0.1,A,33.6241667,-116.773056,5,CA,0.166666667,14,Apr
2006,Lightning,2,B,44.53222222,-115.1558333,5,ID,1058.833333,15,Aug
2014,Arson,0.1,A,47.8692,-94.9164,2,MN,0.166666667,18,May
2009,Debris Burning,0.4,B,47.5991,-114.1073,2,MT,1,21,May
2007,Campfire,1,B,37.66846,-85.57715,14,KY,0,14,Mar
2004,Debris Burning,0.5,B,30.785899,-88.268088,14,AL,0.766666667,16,Feb
2000,Miscellaneous,2.54,B,31.0017,-84.4743,8,GA,0,19,Apr
1998,Arson,0.5,B,33.3192,-110.4518,2,AZ,1.083333333,10,May
2008,Arson,128,D,35.18305556,-84.20638889,5,NC,13,18,Apr
1994,Lightning,0.1,A,45.56666667,-115.4,5,ID,5.333333333,11,Jul
2009,Arson,0.1,A,48.278,-109.7891,2,MT,0.65,20,May
2009,Debris Burning,2,B,43.1483,-102.3661,2,SD,0.8,13,Mar
2009,Equipment Use,50,C,36.14448333,-95.1144,8,OK,0,21,Mar
1995,Miscellaneous,0.1,A,38.94666667,-119.9433333,13,NV,0.633333333,20,Jul
2010,Miscellaneous,0.1,A,43.7972222,-121.77,5,OR,3.816666667,9,Jun
1994,Lightning,0.5,B,33.37833333,-108.7233333,5,NM,81,8,Aug
2014,Missing/Undefined,0.1,A,33.7187,-112.0961,14,AZ,0.55,20,May
2013,Lightning,1,B,41.44672775,-101.7084351,14,NE,1.3,18,Jun
2005,Campfire,3.5,B,34.9125,-111.5566667,5,AZ,21,15,Nov
1999,Arson,2,B,30.42778424,-89.59662162,14,MS,1.616666667,12,Nov
2008,Debris Burning,1,B,34.6503,-95.4953,6,OK,3,14,Dec
2000,Debris Burning,1.06,B,31.2927,-83.1752,8,GA,0,14,Aug
1993,Debris Burning,8,B,31.42682511,-90.57203587,14,MS,0.9,14,Nov
2011,Debris Burning,0.84,B,32.03076122,-83.05966657,8,GA,0.883333333,13,Mar
2006,Arson,13,C,30.71238,-88.35263,14,AL,2.566666667,13,Jan
2015,Smoking,0.8,B,41.9209,-73.8263,8,NY,0.283333333,17,Apr
2009,Miscellaneous,4.5,B,44.13136031,-75.73403428,14,NY,0,11,Apr
2015,Lightning,4,B,29.9569,-83.2555,8,FL,1.633333333,19,Jun
2006,Lightning,137,D,37.3617,-114.5667,1,NV,25.65,10,Jul
2015,Debris Burning,1,B,35.35275,-82.40835,8,NC,0.75,14,Feb
2015,Arson,4,B,34.181271,-79.206352,8,SC,1.2,15,Mar
1994,Lightning,0.1,A,42.5,-101,8,NE,0.75,10,Aug
1992,Lightning,21,C,43.84333333,-115.1783333,5,ID,96,18,Jul
2004,Miscellaneous,2,B,42.03930798,-73.98930003,14,NY,0,20,Mar
2015,Campfire,36,C,31.27415715,-89.91918052,8,MS,1.416666667,13,Feb
2015,Lightning,129,D,45.7078,-118.4864,8,OR,2.733333333,16,Jun
2000,Lightning,0.1,A,34.22,-110.664,2,AZ,1.516666667,6,Jun
2005,Miscellaneous,0.1,A,39.1575,-108.543,1,CO,0.716666667,23,Jul
1996,Arson,0.01,A,34.3785,-84.4682,8,GA,5.616666667,13,Oct
1994,Campfire,0.1,A,33.99333333,-111.0566667,5,AZ,10.5,0,May
2008,Miscellaneous,76,C,34.33138889,-87.32861111,13,AL,5.8,11,Mar
2012,Lightning,6.5,B,35.81666667,-93.13333333,5,AR,5.5,16,Jul
1994,Lightning,675,E,45.1167,-105.6006,1,MT,76.5,18,Sep
1993,Equipment Use,0.88,B,34.0695,-83.0814,8,GA,0.75,14,Aug
1998,Arson,8,B,37.48220792,-81.33457309,8,WV,0,18,Dec
1995,Lightning,0.1,A,36.65833333,-106.0666667,5,NM,2.75,17,Jun
2010,Miscellaneous,1,B,37.26953,-83.1445,14,KY,0,10,Nov
1993,Debris Burning,2.39,B,33.7266,-82.6052,8,GA,0.666666667,13,Oct
1996,Debris Burning,0.25,A,32.8007,-81.727,8,GA,0.716666667,10,Feb
2004,Lightning,0.1,A,48.96444444,-117.0658333,5,WA,17.25,18,Aug
2002,Arson,1.5,B,39.82854444,-78.75464444,14,PA,0,13,May
2013,Arson,0.4,B,40.547217,-122.443233,14,CA,1.1,20,Sep
1993,Lightning,0.1,A,44.57166667,-119.3333333,5,OR,3.866666667,10,Jun
1999,Lightning,0.1,A,43.415,-122.1830556,5,OR,4.516666667,11,Aug
2013,Debris Burning,55,C,37.07791138,-83.3824234,8,KY,27.5,11,Jan
1996,Arson,30,C,33.9058,-116.857,2,CA,8.566666667,5,Sep
2013,Lightning,0.1,A,44.3061,-121.3747,1,OR,19.66666667,18,Aug
2005,Miscellaneous,0.2,A,32.554898,-86.318359,14,AL,0.733333333,11,Jan
1998,Debris Burning,11,C,33.38061885,-89.00289179,14,MS,2.033333333,18,Oct
2014,Campfire,3,B,32.61066948,-88.52429663,8,MS,1.333333333,17,Mar
1996,Children,0.1,A,37.1997,-108.7257,2,CO,0.316666667,18,May
2000,Lightning,20,C,29.46777778,-81.72527778,5,FL,1,18,Jul
2002,Children,0.1,A,37.70327329,-81.27505391,8,WV,0,18,Sep
2010,Miscellaneous,0.1,A,39.8585,-104.9573,14,CO,0,23,Jun
2009,Miscellaneous,50,C,34.67305556,-118.3541667,14,CA,17.5,17,Sep
2011,Lightning,0.1,A,48.66652,-113.665,3,MT,17.66666667,15,Aug
2005,Lightning,0.1,A,39.6067,-109.6692,1,UT,73,14,Sep
2015,Campfire,0.1,A,42.1669,-123.4978,8,OR,78.51666667,10,Jul
2002,Lightning,0.1,A,43.97083333,-122.2183333,5,OR,1.45,11,Jul
2013,Equipment Use,0.1,A,32.82222222,-116.5052778,5,CA,0.683333333,16,Feb
2002,Debris Burning,2,B,38.2773,-83.1992,14,KY,0,13,Mar
1995,Arson,10,C,30.83810334,-89.59025863,14,MS,1.3,16,Oct
2004,Arson,3,B,33.822366,-85.472394,14,AL,1.416666667,14,Apr
1999,Lightning,0.1,A,39.30575,-112.0672,1,UT,1.183333333,16,Aug
2001,Arson,7.33,B,34.2759,-85.3782,8,GA,0,14,Nov
2007,Miscellaneous,0.1,A,47.72083333,-116.6302778,5,ID,1.166666667,13,Sep
2001,Arson,492,E,38.09057576,-81.38322766,8,WV,24,14,Oct
2013,Debris Burning,12.5,C,32.34777778,-82.32361111,8,GA,1.416666667,17,Jun
1992,Arson,30,C,31.28707121,-89.1774678,14,MS,1.833333333,15,Mar
2011,Lightning,0.1,A,38.2428,-112.7578,1,UT,0.383333333,14,Aug
1994,Lightning,0.3,B,41.66333333,-123.195,5,CA,23,19,Sep
1992,Lightning,0.5,B,35.8,-113.0174,2,AZ,26.5,10,Aug
1999,Railroad,0.5,B,37.8672402,-81.27172847,8,WV,0,17,May
1996,Miscellaneous,0.1,A,34.2167,-112.1174,1,AZ,0.75,0,Oct
2015,Debris Burning,0.5,B,39.24,-94.92,14,KS,0.55,14,Mar
2015,Lightning,0.1,A,46.2725,-116.0681,9,ID,737.25,18,Aug
1995,Lightning,24.38,C,31.8246,-84.8407,8,GA,6.483333333,13,Jun
2011,Debris Burning,3.5,B,35.415,-87.279067,8,TN,1.166666667,13,Jan
2009,Miscellaneous,0.8,B,45.9961,-89.844732,2,WI,0.333333333,20,Apr
2011,Debris Burning,1376.95,F,31.58578851,-82.90545528,8,GA,25.58333333,16,Mar
