objectid,fod_id,fpa_id,source_system_type,source_system,nwcg_reporting_agency,nwcg_reporting_unit_id,nwcg_reporting_unit_name,source_reporting_unit,source_reporting_unit_name,local_fire_report_id,local_incident_id,fire_code,fire_name,ics_209_incident_number,ics_209_name,mtbs_id,mtbs_fire_name,complex_name,fire_year,discovery_date,discovery_doy,discovery_time,stat_cause_descr,cont_date,cont_doy,cont_time,fire_size,fire_size_class,latitude,longitude,owner_code,owner_descr,state,county,fips_code,fips_name,year,month,doy,fire_size_log
843494,964981,SWRA_AL_38201,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS1,AFC District 1,NA,86.490,NA,NA,NA,NA,NA,NA,NA,1999,8682-02-01,361,NA,Arson,NA,NA,NA,35,C,33.6408,-86.4903,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8682,Feb,32,3.58351893845611
483496,520377,SFO-ME00840505-05220019,NONFED,ST-NASF,ST/C&L,USMEMES,Maine Forest Service,MEMES,Maine Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,8687-05-24,107,NA,Arson,NA,NA,NA,0.1,A,44.66111002,-70.14166999,14,MISSING/NOT SPECIFIED,ME,Franklin,007,Franklin,8687,May,144,0.09531017980432487
816999,924098,STATE_MS_64128,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MS Northeast,MSS Northeast District,NA,6-1053,NA,NA,NA,NA,NA,NA,NA,2006,8688-05-12,96,NA,Arson,NA,NA,NA,75,C,34.9208,-89.1933,14,MISSING/NOT SPECIFIED,MS,NA,NA,NA,8688,May,133,4.330733340286331
59338,59911,FS-284454,FED,FS-FIRESTAT,FS,USNCNCF,National Forests in North Carolina,0811,National Forests in North Carolina,20,NA,NA,NA,NA,NA,NA,NA,NA,1993,8675-03-18,40,0253,Arson,2449027.5,40,1353,1.5,B,35.17166667,-82.91666667,5,USFS,NC,NA,NA,NA,8675,Mar,77,0.9162907318741551
284245,289691,W-587272,FED,DOI-WFMI,BIA,USCATIA,Tule River Agency,CATIA,Tule River Agency,902,NA,EWY5,CORNER,NA,NA,NA,NA,NA,2009,8691-06-24,138,0530,Arson,2454969.5,138,0615,0.1,A,36.02694,-118.7894,2,BIA,CA,NA,NA,NA,8691,Jun,175,0.09531017980432487
477436,514046,SFO-LA01420606-1375,NONFED,ST-NASF,ST/C&L,USLALAS,Louisiana Office of Forestry,LALA7,LAS District 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-05-11,95,NA,Arson,NA,NA,NA,25,C,30.79864068,-92.98867934,14,MISSING/NOT SPECIFIED,LA,Beauregard,011,Beauregard,8688,May,132,3.258096538021482
697157,774938,MSARCH_21201,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,8675-07-20,164,0000,Arson,2449151.5,164,0230,1,B,31.96423371,-88.9613545,14,MISSING/NOT SPECIFIED,MS,Jasper,061,Jasper,8675,Jul,201,0.6931471805599453
57271,57784,FS-282318,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,14,NA,NA,ASHPAN,NA,NA,NA,NA,NA,1993,8675-09-14,220,1240,Arson,2449207.5,220,1500,2,B,40.60833333,-121.525,5,USFS,CA,NA,NA,NA,8675,Sep,257,1.0986122886681098
1875114,300322032,2010CAIRS14514082,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,469447,058991,NA,FRONTAGE,NA,NA,NA,NA,NA,2010,8692-08-09,185,1841,Arson,2455381.5,185,1910,1,B,33.935995,-117.044605,13,STATE OR PRIVATE,CA,NA,NA,NA,8692,Aug,222,0.6931471805599453
839593,960962,SWRA_AL_34160,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS1,AFC District 1,NA,85.824,NA,NA,NA,NA,NA,NA,NA,1998,8680-10-04,241,NA,Arson,NA,NA,NA,4,B,32.5881,-85.8244,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8680,Oct,278,1.6094379124341003
1019688,1149232,TFS_NC_198211,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,96-026,NA,SWEETIE RD.,NA,NA,NA,NA,NA,1996,8678-05-18,102,NA,Arson,NA,NA,NA,1,B,35.095,-78.7817,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8678,May,138,0.6931471805599453
608229,656094,SFO-TX01430696-10343293,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXCON,Texas Forest Service - Conroe Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,8678-09-09,216,NA,Arson,NA,NA,NA,5,B,30.35797,-95.40267,14,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery,8678,Sep,252,1.791759469228055
289764,295239,W-530470,FED,DOI-WFMI,BIA,USWYWRA,Wind River Agency,WYWRA,Wind River Agency,47,NA,CNP8,SAND HILLS,NA,NA,NA,NA,NA,2006,8688-07-10,155,1600,Arson,2453890.5,155,1720,1,B,42.8991,-108.7915,2,BIA,WY,NA,NA,NA,8688,Jul,192,0.6931471805599453
1236075,1639142,SFO-GA-FY2000-Catoosa-049,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2000-Catoosa-049,NA,FY2000-CATOOSA-049,NA,NA,NA,NA,NA,2000,8682-04-17,71,0530,Arson,2451614.5,71,0530,0.01,A,34.9615,-85.1791,8,PRIVATE,GA,Catoosa,047,Catoosa,8682,Apr,107,0.009950330853168083
187508,189890,W-582462,FED,DOI-WFMI,BIA,USIDFHA,Fort Hall Agency,IDFHA,Fort Hall Agency,9928,NA,F746,LANCE,NA,NA,NA,NA,NA,1999,8681-11-29,297,0138,Arson,2451475.5,297,1800,80,C,42.9031,-112.2494,9,TRIBAL,ID,NA,NA,NA,8681,Nov,333,4.394449154672439
1475422,201143113,2011OKOFS1-2011-10279-A,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOFS,Oklahoma Forestry Services,NA,1-2011-10279-A,NA,10279,NA,NA,NA,NA,NA,2011,8693-08-08,184,1955,Arson,2455745.5,184,1955,113,D,34.21233333,-95.1995,8,PRIVATE,OK,Pushmataha,127,Pushmataha,8693,Aug,220,4.736198448394496
1575432,201504321,W-644661,FED,DOI-WFMI,BIA,USMTCRA,Crow Agency,MTCRA,Crow Agency,116,NA,G6TV,CEMETERY,NA,NA,NA,NA,NA,2012,8694-09-28,235,1951,Arson,2456161.5,235,2055,0.2,A,45.6075,-107.4751,2,BIA,MT,NA,NA,NA,8694,Sep,271,0.18232155679395465
1073405,1308922,CDF_1998_56_2230_203         ,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,NA,203         ,NA,ANCOR                    ,NA,NA,NA,NA,NA,1998,8680-11-24,292,NA,Arson,NA,NA,NA,20,C,36.68305555,-119.31305555,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8680,Nov,329,3.044522437723423
786961,892429,SCHMIDT_29010693,NONFED,ST-MOMOS,ST/C&L,USMOMOS,Missouri Department of Conservation,MOMOS,Missouri Department of Conservation,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,8676-04-25,79,1745,Arson,NA,NA,NA,80,C,37.78734672,-92.90352254,14,MISSING/NOT SPECIFIED,MO,Dallas,059,Dallas,8676,Apr,116,4.394449154672439
34253,34429,FS-1475436,FED,FS-FIRESTAT,FS,USGACHF,Chattahoochee-Oconee National Forest,0803,Chattahoochee-Oconee National Forest,14,05,EK2V,OLD HIGHWAY 2,NA,NA,NA,NA,NA,2009,8691-04-17,70,2330,Arson,2454902.5,71,1600,3,B,34.94416667,-84.6975,5,USFS,GA,213,213,Murray,8691,Apr,107,1.3862943611198906
1301363,1772134,SFO-NY-NY2813-2007-0000558,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY2813,Fire Department of New York,NA,NY2813-2007-0000558,NA,NA,NA,NA,NA,NA,NA,2007,8689-12-02,300,1710,Arson,2454400.5,300,1710,0.1,A,43.1195716,-77.44161189,14,MISSING/NOT SPECIFIED,NY,MONROE,055,Monroe,8689,Dec,336,0.09531017980432487
940102,1067793,SWRA_TN_6798,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS4,TNS Unit 4,NA,0078,NA,NA,NA,NA,NA,NA,NA,1999,8681-05-17,101,NA,Arson,NA,NA,NA,125,D,36.3283,-85.09,14,MISSING/NOT SPECIFIED,TN,NA,NA,NA,8681,May,137,4.836281906951478
1157455,1408428,ALS-SEL-20051118-003,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALSEL,AFC Selma,003,SEL-20051118-003,NA,NA,NA,NA,NA,NA,NA,2005,8687-12-25,322,1740,Arson,2453692.5,322,2050,0.3,B,33.000507,-87.8757,14,MISSING/NOT SPECIFIED,AL,Greene,063,Greene,8687,Dec,359,0.26236426446749106
939631,1067154,SWRA_TN_6158,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS3,TNS Unit 3,NA,0349,NA,NA,NA,NA,NA,NA,NA,1999,8681-12-05,303,NA,Arson,NA,NA,NA,4,B,35.4033,-85.6583,14,MISSING/NOT SPECIFIED,TN,NA,NA,NA,8681,Dec,339,1.6094379124341003
1095233,1334044,CDF_1992_53_2211_14249       ,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,NA,14249       ,NA,MORNING                  ,NA,NA,NA,NA,NA,1992,8674-11-01,269,NA,Arson,NA,NA,NA,1,B,38.33611111,-122.50888888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8674,Nov,305,0.6931471805599453
1189424,1441923,SFO-2010-PADCNR18101034,NONFED,ST-NASF,ST/C&L,USPAPAS,Pennsylvania Division of Forest Fire Protection,PAPA18,PAS District 18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,8692-05-18,102,NA,Arson,NA,NA,NA,0.6,B,40.68333333,-76.26083333,14,MISSING/NOT SPECIFIED,PA,SCHUYLKILL,107,Schuylkill,8692,May,139,0.4700036292457355
250574,255487,W-516081,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,315,NA,CAX4,SE510,NA,NA,NA,NA,NA,2005,8687-10-17,253,1630,Arson,2453623.5,253,1800,1.7,B,34.4753,-94.6269,2,BIA,OK,NA,NA,NA,8687,Oct,290,0.9932517730102833
696508,774285,MSARCH_16254,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,8674-04-18,72,1507,Arson,2448693.5,72,1545,1,B,31.75704193,-90.39496559,14,MISSING/NOT SPECIFIED,MS,Copiah,029,Copiah,8674,Apr,108,0.6931471805599453
1171316,1422411,MSARCH_42469,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,2,NA,NA,NA,NA,NA,NA,NA,1999,8681-02-10,5,1744,Arson,2451183.5,5,1908,4,B,31.62077834,-90.43700074,14,MISSING/NOT SPECIFIED,MS,Lincoln,085,Lincoln,8681,Feb,41,1.6094379124341003
1158972,1409964,ALS-BWT-20050409-001,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALBWT,AFC Brewton,001,BWT-20050409-001,NA,NA,NA,NA,NA,NA,NA,2005,8687-05-16,99,1140,Arson,2453469.5,99,1419,17.4,C,30.961827,-87.69202,14,MISSING/NOT SPECIFIED,AL,Baldwin,003,Baldwin,8687,May,136,2.91235066461494
701642,779474,MSARCH_23996,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,8675-11-11,278,1315,Arson,2449265.5,278,1545,18,C,31.07667313,-89.63941769,14,MISSING/NOT SPECIFIED,MS,Lamar,073,Lamar,8675,Nov,315,2.9444389791664403
1451049,20000104,MOSFM-122,NONFED,ST-MOMOS,ST/C&L,USMOMOS,Missouri Department of Conservation,07723,WASOLA FD,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,8682-04-07,61,1500,Arson,NA,NA,NA,25,C,36.79106,-92.44925,8,PRIVATE,MO,OZARK,153,Ozark,8682,Apr,97,3.258096538021482
802807,909178,STATE_KY_14842,NONFED,ST-KYKYS,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS1,KYS Bluegrass District,NA,00-900,NA,NA,NA,NA,NA,NA,NA,2000,8682-06-05,120,NA,Arson,NA,NA,NA,870,E,38.1133,-83.0742,14,MISSING/NOT SPECIFIED,KY,NA,NA,NA,8682,Jun,156,6.769641976852503
1464716,201104368,W-620642,FED,DOI-WFMI,BIA,USOKANA,Anadarko Agency,OKANA,Anadarko Agency,1184,NA,F5ER,PALMER 2,NA,NA,NA,NA,NA,2011,8693-07-26,171,1500,Arson,2455732.5,171,2100,4,B,35.058,-98.5258,2,BIA,OK,NA,NA,NA,8693,Jul,207,1.6094379124341003
1377282,19072911,SFO-GA-WAL-101-2/11/1992-1300,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,101,NA,NA,NA,NA,NA,NA,NA,1992,8674-03-19,42,1300,Arson,2448663.5,42,1614,12.07,C,34.6873,-85.1136,8,PRIVATE,GA,Walker              ,295,Walker,8674,Mar,78,2.570319527636131
842579,964039,SWRA_AL_37253,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS1,AFC District 1,NA,85.436,NA,NA,NA,NA,NA,NA,NA,1999,8681-12-29,327,NA,Arson,NA,NA,NA,55,C,33.8653,-85.4369,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8681,Dec,363,4.02535169073515
582867,629332,SFO-SC0381-8FF1803,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-07-22,167,NA,Arson,NA,NA,NA,80,C,33.55,-79.93333,14,MISSING/NOT SPECIFIED,SC,Williamsburg,089,Williamsburg,8690,Jul,203,4.394449154672439
1395950,19091864,SFO-GA-WAY-8-1/20/1995-1620,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,8,NA,NA,NA,NA,NA,NA,NA,1995,8677-02-25,20,1620,Arson,2449737.5,20,1720,0.97,B,31.4465,-81.676,8,PRIVATE,GA,Wayne               ,305,Wayne,8677,Feb,56,0.6780335427498971
274420,279628,W-385311,FED,DOI-WFMI,BIA,USWIGLA,Great Lakes Agency,WIGLA,Great Lakes Agency,124,NA,NA,LIT.PIN.3,NA,NA,NA,NA,NA,2003,8685-07-09,154,1250,Arson,2452793.5,154,1320,0.6,B,45.9772,-89.8902,2,BIA,WI,NA,NA,NA,8685,Jul,190,0.4700036292457355
301768,307377,W-427230,FED,DOI-WFMI,BIA,USAZSCA,San Carlos Agency,AZSCA,San Carlos Agency,125,NA,NA,TREE,NA,NA,NA,NA,NA,2003,8685-06-30,145,1925,Arson,2452784.5,145,1940,0.1,A,33.3353,-110.4618,2,BIA,AZ,NA,NA,NA,8685,Jun,181,0.09531017980432487
1170295,1421384,MSARCH_41178,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,4,NA,NA,NA,NA,NA,NA,NA,1999,8681-06-14,129,1308,Arson,2451307.5,129,1540,5,B,31.07314592,-89.24625192,14,MISSING/NOT SPECIFIED,MS,Forrest,035,Forrest,8681,Jun,165,1.791759469228055
907486,1034560,SWRA_SC_48189,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS3,SCS Unit 3,NA,3135,NA,NA,NA,NA,NA,NA,NA,1998,8680-04-08,62,NA,Arson,NA,NA,NA,25,C,33.8067,-80.3586,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8680,Apr,99,3.258096538021482
587386,633917,SFO-SC0429-9FF0715,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,8691-04-17,70,NA,Arson,NA,NA,NA,4,B,33.54948,-79.93385,14,MISSING/NOT SPECIFIED,SC,Williamsburg,089,Williamsburg,8691,Apr,107,1.6094379124341003
303618,309233,W-572848,FED,DOI-WFMI,BIA,USAZSCA,San Carlos Agency,AZSCA,San Carlos Agency,164,NA,D74B,DUNCAN,NA,NA,NA,NA,NA,2008,8690-07-22,167,1149,Arson,2454632.5,167,1205,0.3,B,33.3051,-110.4465,2,BIA,AZ,NA,NA,NA,8690,Jul,203,0.26236426446749106
595267,642891,SFO-TN01370606-3000030093,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS,Tennessee Division of Forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-04-08,62,NA,Arson,NA,NA,NA,0.5,B,35.45166997,-85.42500002,14,MISSING/NOT SPECIFIED,TN,Sequatchie,153,Sequatchie,8688,Apr,99,0.4054651081081644
479204,515850,SFO-LA0408-85654,NONFED,ST-NASF,ST/C&L,USLALAS,Louisiana Office of Forestry,LALA7,LAS District 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-02-13,8,NA,Arson,NA,NA,NA,3,B,30.39167,-93.47056,14,MISSING/NOT SPECIFIED,LA,Beauregard,011,Beauregard,8690,Feb,44,1.3862943611198906
1060655,1272990,FS-370172,FED,FS-FIRESTAT,FS,USSCFMF,Francis Marion & Sumter National Forests,0812,Francis Marion-Sumter National Forest,254,NA,NA,WOOD,NA,NA,NA,NA,NA,2000,8683-01-14,343,1830,Arson,2451886.5,343,1930,1,B,33.13333333,-79.5,5,USFS,SC,19,019,Charleston,8683,Jan,14,0.6931471805599453
571041,616145,SFO-PA0241-19071024,NONFED,ST-NASF,ST/C&L,USPAPAS,Pennsylvania Division of Forest Fire Protection,PAPA19,PAS District 19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8689-05-26,110,NA,Arson,NA,NA,NA,0.1,A,41.15481,-75.34772,14,MISSING/NOT SPECIFIED,PA,NA,NA,NA,8689,May,146,0.09531017980432487
1175131,1426255,MSHIST_21279,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,1,NA,NA,NA,NA,NA,NA,NA,1999,8681-12-12,310,1446,Arson,2451488.5,310,1556,20,C,31.69892545,-90.26280967,14,MISSING/NOT SPECIFIED,MS,Lincoln,085,Lincoln,8681,Dec,346,3.044522437723423
1089004,1327117,CDF_1992_56_2234_11454       ,NONFED,ST-CACDF,ST/C&L,USCATUU,Tulare Unit,CATUU,Tulare Unit,NA,11454       ,NA,FRAZIER                  ,NA,NA,NA,NA,NA,1992,8674-09-08,215,NA,Arson,NA,NA,NA,15,C,36.45111111,-119.33888888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8674,Sep,251,2.772588722239781
497958,535461,SFO-MN0349-917929,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNMNS,Minnesota Department of Natural Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,8677-05-29,113,NA,Arson,NA,NA,NA,20,C,47.18418111,-96.31476581,14,MISSING/NOT SPECIFIED,MN,Norman,107,Norman,8677,May,149,3.044522437723423
1501048,201180772,2011AFCAR6/26/2011174,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission,NA,AR6/26/2011174,NA,NA,NA,NA,NA,NA,NA,2011,8693-08-01,177,1148,Arson,2455738.5,177,1330,2,B,33.23356,-93.18682,8,PRIVATE,AR,COLUMBIA,027,Columbia,8693,Aug,213,1.0986122886681098
697797,775579,MSARCH_18715,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,8674-04-05,59,1355,Arson,2448680.5,59,1500,7,B,31.34479547,-88.99475478,14,MISSING/NOT SPECIFIED,MS,Perry,111,Perry,8674,Apr,95,2.0794415416798357
478698,515328,SFO-LA01420606-2669,NONFED,ST-NASF,ST/C&L,USLALAS,Louisiana Office of Forestry,LALA3,LAS District 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-09-22,229,NA,Arson,NA,NA,NA,40,C,31.77745894,-92.87374194,14,MISSING/NOT SPECIFIED,LA,Winn,127,Winn,8688,Sep,266,3.713572066704308
939028,1066534,SWRA_TN_5538,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS2,TNS Unit 2,NA,0178,NA,NA,NA,NA,NA,NA,NA,1999,8681-05-13,97,NA,Arson,NA,NA,NA,6,B,36.105,-84.6867,14,MISSING/NOT SPECIFIED,TN,NA,NA,NA,8681,May,133,1.9459101490553132
1475472,201143167,2011OKOFS1-2011-10408-A,NONFED,ST-NASF,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOFS,Oklahoma Forestry Services,NA,1-2011-10408-A,NA,10408,NA,NA,NA,NA,NA,2011,8693-09-10,217,0710,Arson,2455778.5,217,0710,0.1,A,34.193,-95.43016666,8,PRIVATE,OK,Pushmataha,127,Pushmataha,8693,Sep,253,0.09531017980432487
698379,776173,MSARCH_19889,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,8674-03-09,32,1502,Arson,2448653.5,32,1554,4,B,34.82702656,-88.87200275,14,MISSING/NOT SPECIFIED,MS,Tippah,139,Tippah,8674,Mar,68,1.6094379124341003
694466,772200,MSARCH_8537,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,8676-12-29,327,1515,Arson,2449679.5,327,1700,5,B,31.29607103,-89.32344646,14,MISSING/NOT SPECIFIED,MS,Forrest,035,Forrest,8676,Dec,364,1.791759469228055
1310716,1786302,SFO-NY-NY4508-2006-060008,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY4508,Fire Department of New York,NA,NY4508-2006-060008,NA,NA,NA,NA,NA,NA,NA,2006,8688-04-28,82,2124,Arson,2453817.5,82,2124,0.1,A,44.51545517,-75.26222515,14,MISSING/NOT SPECIFIED,NY,ST LAWRENCE,089,St. Lawrence,8688,Apr,119,0.09531017980432487
942401,1069937,SWRA_TN_8954,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS2,TNS Unit 2,NA,0229,NA,NA,NA,NA,NA,NA,NA,2000,8682-06-08,123,NA,Arson,NA,NA,NA,1,B,36.285,-84.58,14,MISSING/NOT SPECIFIED,TN,NA,NA,NA,8682,Jun,159,0.6931471805599453
609670,657556,SFO-TX01430696-10738733,NONFED,ST-NASF,ST/C&L,USTXLAS,Texas Forest Service - Linden Area,TXLAS,Texas Forest Service - Linden Area,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,8678-03-23,46,NA,Arson,NA,NA,NA,1,B,33.78958,-95.00208,14,MISSING/NOT SPECIFIED,TX,Red River,387,Red River,8678,Mar,82,0.6931471805599453
868383,990757,SWRA_GA_46619,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS21,GAS Unit 21,NA,5.1369,NA,NA,NA,NA,NA,NA,NA,1998,8681-01-09,338,NA,Arson,NA,NA,NA,0.2,A,34.91,-85.1369,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8681,Jan,9,0.18232155679395465
1415857,19111935,SFO-GA-BAR-78-10/4/1993-1300,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,78,NA,NA,NA,NA,NA,NA,NA,1993,8675-11-10,277,1300,Arson,2449264.5,277,1445,0.08,A,34.3615,-84.8617,8,PRIVATE,GA,Bartow              ,015,Bartow,8675,Nov,314,0.07696104113612832
695672,773420,MSARCH_10027,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,8678-04-27,81,1515,Arson,2450163.5,81,1800,35,C,31.19799396,-90.58397377,14,MISSING/NOT SPECIFIED,MS,Amite,005,Amite,8678,Apr,117,3.58351893845611
1327294,1806302,SFO-NY-NY0126-2004-404886,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY0126,Fire Department of New York,NA,NY0126-2004-404886,NA,NA,NA,NA,NA,NA,NA,2004,8686-07-24,169,1920,Arson,2453173.5,169,1920,0.15,A,42.46763631,-73.80301296,14,MISSING/NOT SPECIFIED,NY,ALBANY,001,Albany,8686,Jul,205,0.13976194237515868
1028884,1158525,TFS_NC_207529,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,98-082,NA,CASEY FIRE I,NA,NA,NA,NA,NA,1998,8680-08-10,186,NA,Arson,NA,NA,NA,1,B,35.2917,-78.295,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8680,Aug,223,0.6931471805599453
853458,975336,SWRA_AL_48747,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS1,AFC District 1,NA,85.725,NA,NA,NA,NA,NA,NA,NA,2001,8683-12-21,318,NA,Arson,NA,NA,NA,0.2,A,34.0342,-85.7258,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8683,Dec,355,0.18232155679395465
1722771,300000850,FS-1525599,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,122,25,EN0A,THIEF,NA,NA,NA,NA,NA,2014,8696-10-23,260,1722,Arson,2456917.5,260,1744,0.25,A,34.13527778,-117.79861111,14,MISSING/NOT SPECIFIED,CA,Los Angeles,037,Los Angeles,8696,Oct,297,0.22314355131420976
1182959,1434220,FS-1492647,FED,FS-FIRESTAT,FS,USMSMNF,National Forests in Mississippi,0807,National Forests in Mississippi,055,055,EK22,MAPLE HILL,NA,NA,NA,NA,NA,2010,8692-05-18,102,1125,Arson,2455298.5,102,1230,0.27,B,34.6613889,-89.2019444,5,USFS,MS,009,009,Benton,8692,May,139,0.23901690047049992
207279,210023,W-423481,FED,DOI-WFMI,BIA,USAZSCA,San Carlos Agency,AZSCA,San Carlos Agency,211,NA,NA,TUFASTONE,NA,NA,NA,NA,NA,1995,8677-06-19,134,1920,Arson,2449851.5,134,1920,0.2,A,33.3317,-110.4573,2,BIA,AZ,NA,NA,NA,8677,Jun,170,0.18232155679395465
